protocol,horizon,sim_seed,seed,val_acc,full_acc,val_majority,full_majority,overlap_fraction,n_train,n_val
chronological,5,4,5,0.4928571428571429,0.6113153594771242,0.5418367346938775,0.551062091503268,0.10612244897959183,3916,980
chronological,5,4,6,0.4846938775510204,0.6004901960784313,0.5418367346938775,0.551062091503268,0.10612244897959183,3916,980
chronological,5,4,7,0.4030612244897959,0.5486111111111112,0.5418367346938775,0.551062091503268,0.10612244897959183,3916,980
chronological,5,4,8,0.4418367346938776,0.5786356209150327,0.5418367346938775,0.551062091503268,0.10612244897959183,3916,980
chronological,5,4,9,0.42142857142857143,0.5467728758169934,0.5418367346938775,0.551062091503268,0.10612244897959183,3916,980
chronological,5,4,10,0.5061224489795918,0.5917075163398693,0.5418367346938775,0.551062091503268,0.10612244897959183,3916,980
chronological,5,4,11,0.42448979591836733,0.5802696078431373,0.5418367346938775,0.551062091503268,0.10612244897959183,3916,980
chronological,5,4,12,0.4959183673469388,0.5927287581699346,0.5418367346938775,0.551062091503268,0.10612244897959183,3916,980
chronological,5,4,13,0.40714285714285714,0.5555555555555556,0.5418367346938775,0.551062091503268,0.10612244897959183,3916,980
chronological,5,4,14,0.4887755102040816,0.5945669934640523,0.5418367346938775,0.551062091503268,0.10612244897959183,3916,980
chronological,5,4,15,0.4346938775510204,0.5761846405228758,0.5418367346938775,0.551062091503268,0.10612244897959183,3916,980
chronological,5,4,16,0.4673469387755102,0.5951797385620915,0.5418367346938775,0.551062091503268,0.10612244897959183,3916,980
chronological,5,4,17,0.4816326530612245,0.5833333333333334,0.5418367346938775,0.551062091503268,0.10612244897959183,3916,980
chronological,5,4,18,0.5346938775510204,0.5706699346405228,0.5418367346938775,0.551062091503268,0.10612244897959183,3916,980
chronological,5,4,19,0.5020408163265306,0.5929330065359477,0.5418367346938775,0.551062091503268,0.10612244897959183,3916,980
chronological,10,0,0,0.4024514811031665,0.6195052136577387,0.4290091930541369,0.40298507462686567,0.11133810010214505,3912,979
chronological,10,0,1,0.34627170582226763,0.6469024739317113,0.4290091930541369,0.40298507462686567,0.11133810010214505,3912,979
chronological,10,0,2,0.41062308478038817,0.6403598446125537,0.4290091930541369,0.40298507462686567,0.11133810010214505,3912,979
chronological,10,0,3,0.34933605720122574,0.6446534451032508,0.4290091930541369,0.40298507462686567,0.11133810010214505,3912,979
chronological,10,0,4,0.3125638406537283,0.4522592516867716,0.4290091930541369,0.40298507462686567,0.11133810010214505,3912,979
chronological,10,0,5,0.3442288049029622,0.5506031486403599,0.4290091930541369,0.40298507462686567,0.11133810010214505,3912,979
chronological,10,0,6,0.4065372829417773,0.6534451032508689,0.4290091930541369,0.40298507462686567,0.11133810010214505,3912,979
chronological,10,0,7,0.35240040858018384,0.475362911470047,0.4290091930541369,0.40298507462686567,0.11133810010214505,3912,979
chronological,10,0,8,0.35137895812053116,0.5571457779595175,0.4290091930541369,0.40298507462686567,0.11133810010214505,3912,979
chronological,10,0,9,0.3748723186925434,0.5587814352893069,0.4290091930541369,0.40298507462686567,0.11133810010214505,3912,979
chronological,10,0,10,0.3595505617977528,0.41014107544469436,0.4290091930541369,0.40298507462686567,0.11133810010214505,3912,979
